2026-04-17 21:02:39.704084,F3,-60
2026-04-17 21:07:26.033797,F4,-66
2026-04-17 21:07:31.050556,F4,-66
2026-04-17 21:07:36.066597,F4,-62
2026-04-17 21:07:41.082633,F4,-64
2026-04-17 21:07:46.098915,F4,-64
2026-04-17 21:08:33.874275,F5,-70
2026-04-17 21:08:38.891869,F5,-70
2026-04-17 21:08:43.906998,F5,-71
2026-04-17 21:08:48.923916,F5,-62
2026-04-17 21:08:53.937543,F5,-62
2026-04-17 21:09:11.064906,F6,-62
2026-04-17 21:09:16.081973,F6,-61
2026-04-17 21:09:21.100120,F6,-57
2026-04-17 21:09:26.115618,F6,-57
2026-04-17 21:09:31.135142,F6,-57
2026-04-17 21:09:42.726747,F7,-62
2026-04-17 21:09:47.736089,F7,-59
2026-04-17 21:09:52.745802,F7,-59
2026-04-17 21:09:57.755978,F7,-59
2026-04-17 21:10:02.770780,F7,-55
